HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
7460,20,-3.1496,1.1685
7461,21,-2.5137,1.9287
7462,22,-2.3932,0.9538
7463,23,-2.0002,0.541
7464,0,-1.8153,1.7116
7465,1,-1.592,3.0697
7466,2,-0.5518,1.1
7467,3,-0.015,0.9995
7468,4,0.1525,0.6361
7469,5,-1.1627,0.5741
7470,6,0.7898,0.9833
7471,7,7.3822,0.5059
7472,8,99.4784,0.6663
7473,9,288.9643,0.6126
7474,10,443.2965,1.0917
7475,11,537.7533,1.1417
7476,12,586.3912,2.1428
7477,13,568.9298,3.1289
7478,14,483.972,2.6079
7479,15,345.2078,1.5092
7480,16,172.3484,2.4647
7481,17,-5.1805,1.7431
7482,18,-11.6154,2.4291
7483,19,-5.699,4.0684
7484,20,-3.0262,4.7224
7485,21,-3.7242,4.6158
7486,22,-4.7406,2.9243
7487,23,-2.9216,1.4404
7488,0,0.6627,2.5492
7489,1,-3.7467,1.6432
7490,2,-3.0782,0.5561
7491,3,-3.2725,0.975
7492,4,-2.3861,1.5694
7493,5,-2.2809,1.0758
7494,6,-1.0015,1.3996
7495,7,5.8979,1.9531
7496,8,114.8582,1.842
7497,9,293.0287,2.7478
7498,10,439.627,3.5778
7499,11,511.134,3.663
7500,12,563.8663,2.8009
7501,13,529.589,2.9751
7502,14,414.4758,2.2203
7503,15,281.433,2.1944
7504,16,149.9844,1.7045
7505,17,12.744,1.5064
7506,18,-10.2501,1.5861
7507,19,-2.5278,3.1316
7508,20,2.1893,1.1486
7509,21,0.5284,1.3903
7510,22,-2.2672,2.1738
7511,23,-1.8312,1.3732
7512,0,-1.6657,2.3767
7513,1,-1.5787,2.8593
7514,2,-3.1316,2.5254
7515,3,0.3945,2.657
7516,4,-0.0434,4.8686
7517,5,-0.3179,1.9468
7518,6,-1.3279,2.8603
7519,7,2.9702,2.4236
7520,8,104.707,2.5112
7521,9,280.991,2.185
7522,10,436.0922,3.2028
7523,11,537.0657,3.5326
7524,12,585.0212,3.9591
7525,13,543.1163,4.1435
7526,14,458.5048,5.5767
7527,15,330.662,5.6175
7528,16,171.6583,5.9583
7529,17,4.928,5.7353
7530,18,-4.4429,7.1374
7531,19,-2.1015,6.745
7532,20,-2.0742,7.6245
7533,21,-3.5122,9.9869
7534,22,-2.1413,11.1223
7535,23,-1.9287,9.9568
7536,0,-2.7506,10.6133
7537,1,-1.399,9.1631
7538,2,-0.3617,8.4108
7539,3,-0.0691,7.9817
7540,4,-0.0845,6.2525
7541,5,-0.0434,5.1908
7542,6,-0.6304,4.9166
7543,7,2.7188,5.1263
7544,8,46.4217,2.5838
7545,9,164.0047,1.7573
7546,10,428.8902,7.7338
7547,11,558.1933,12.7884
7548,12,613.0845,17.2401
7549,13,575.2488,12.4445
7550,14,500.6578,16.0108
7551,15,371.3667,21.4848
7552,16,196.5993,22.522
7553,17,19.587,19.8729
7554,18,-1.4044,22.5397
7555,19,-1.2304,22.9903
7556,20,-1.5959,21.0858
7557,21,-2.1871,12.1253
7558,22,-0.3991,20.7925
7559,23,-1.1714,18.976
7560,0,-0.6769,18.6517
7561,1,-1.6487,19.491
7562,2,-2.5747,14.4213
7563,3,-2.6742,8.5882
7564,4,-2.3614,7.4228
7565,5,-2.4113,7.5525
7566,6,-2.1007,9.8079
7567,7,3.3991,12.3518
7568,8,99.3769,6.0797
7569,9,270.3608,3.5411
7570,10,430.6205,4.863
7571,11,533.2532,4.2401
7572,12,575.1362,3.2131
7573,13,536.7687,2.1624
7574,14,461.3755,1.9992
7575,15,329.8577,2.0029
7576,16,166.4983,3.0389
7577,17,0.3078,1.95
7578,18,-8.988,1.6976
7579,19,-4.5192,2.6651
7580,20,-4.0151,3.2713
7581,21,-3.5498,1.989
7582,22,-1.7136,3.8728
7583,23,-1.1343,3.9315
7584,0,-4.4069,2.475
7585,1,-2.8665,2.2446
7586,2,-1.4538,1.7669
7587,3,-2.4161,1.3023
7588,4,-0.8437,1.2559
7589,5,-0.3021,1.7426
7590,6,0.7054,1.8043
7591,7,6.0634,1.9322
7592,8,71.9641,1.8872
7593,9,272.3545,1.4678
7594,10,426.3802,2.5023
7595,11,525.5405,1.8974
7596,12,568.7857,2.0644
7597,13,536.1067,4.8093
7598,14,462.0757,5.9165
7599,15,338.9067,5.1422
7600,16,169.521,3.0034
7601,17,-2.7874,1.1982
7602,18,-10.1187,2.2272
7603,19,-6.352,1.2954
7604,20,-4.213,1.7612
7605,21,-2.1523,0.503
7606,22,-1.1588,1.2338
7607,23,-0.5556,1.7141
7608,0,-1.8871,1.4205
7609,1,-2.9482,1.2476
7610,2,-2.4911,1.0943
7611,3,0.4324,1.379
7612,4,-1.5303,1.0468
7613,5,-1.4712,1.4078
7614,6,-0.6696,0.4753
7615,7,3.1711,1.0951
7616,8,97.5836,1.8063
7617,9,262.0407,0.7397
7618,10,415.1847,1.3592
7619,11,517.74,1.2466
7620,12,562.6005,2.9516
7621,13,525.7593,3.7579
7622,14,452.1325,3.6256
7623,15,326.6762,3.2895
7624,16,160.4414,2.4334
7625,17,-6.8524,0.6596
7626,18,-11.5993,0.7435
7627,19,-4.9347,1.8365
7628,20,-2.8054,2.7741
7629,21,-3.0116,2.8636
7630,22,0.101,2.1784
7631,23,-2.3827,1.5262
7632,0,-0.5074,0.9096
7633,1,-1.3296,1.1478
7634,2,-2.0546,3.7629
7635,3,1.3403,3.5934
7636,4,-4.6607,3.0546
7637,5,-4.246,2.3548
7638,6,-1.3083,1.5771
7639,7,6.7956,6.2365
7640,8,95.4169,5.982
7641,9,260.8168,5.2493
7642,10,416.2452,1.6493
7643,11,522.005,2.9222
7644,12,552.1142,2.8613
7645,13,527.2988,2.766
7646,14,429.4272,3.2914
7647,15,269.8957,2.9907
7648,16,85.2397,1.6744
7649,17,6.3668,4.0908
7650,18,-8.6357,2.7959
7651,19,-5.956,2.9237
7652,20,-3.7157,3.5051
7653,21,-4.6602,1.9996
7654,22,-2.4914,2.661
7655,23,-2.0608,2.5167
7656,0,-0.701,3.8213
7657,1,-0.7789,3.8178
7658,2,-1.0038,3.1126
7659,3,-4.4528,2.6995
7660,4,-1.4784,1.3931
7661,5,-1.4117,3.6924
7662,6,-0.7851,2.1043
7663,7,5.591,1.8186
7664,8,43.0015,2.9126
7665,9,53.9315,3.2251
7666,10,93.1593,5.1644
7667,11,181.2162,6.6059
7668,12,159.8534,6.5691
7669,13,132.1966,5.3318
7670,14,47.6317,3.1151
7671,15,16.5252,5.2759
7672,16,1.3347,3.3452
7673,17,0.398,3.4397
7674,18,-0.9222,4.3771
7675,19,-0.5086,2.7924
7676,20,-0.3945,3.2396
7677,21,-0.0787,8.2424
7678,22,0.0034,8.8155
7679,23,-0.0812,6.7686
7680,0,-0.3165,9.0917
7681,1,-0.3748,7.7852
7682,2,-0.4368,6.29
7683,3,-0.52,6.381
7684,4,-1.2795,6.3993
7685,5,-1.0337,3.3679
7686,6,-0.6999,4.7373
7687,7,-1.2632,4.2181
7688,8,18.3877,1.074
7689,9,56.5213,3.0287
7690,10,122.7322,6.3555
7691,11,367.9722,5.9687
7692,12,478.1752,7.7854
7693,13,534.1388,6.1249
7694,14,452.1598,6.2736
7695,15,330.8237,9.1588
7696,16,166.8595,11.176
7697,17,7.6386,9.8491
7698,18,-2.8357,9.3826
7699,19,-1.7852,9.6839
7700,20,-1.0146,11.7616
7701,21,-1.081,13.8446
7702,22,-1.7607,12.6912
7703,23,-1.7248,12.1213
7704,0,-1.5445,12.6115
7705,1,-1.3069,14.3416
7706,2,-0.7134,21.7204
7707,3,-1.5089,25.1443
7708,4,-1.1552,25.1623
7709,5,-1.6614,11.0054
7710,6,-2.3196,9.4429
7711,7,1.9735,22.6876
7712,8,99.051,33.9697
7713,9,190.8778,19.5935
7714,10,411.4745,16.3732
7715,11,518.5952,15.7449
7716,12,554.0552,14.7737
7717,13,531.6117,14.3458
7718,14,438.1578,12.9147
7719,15,238.9411,8.4912
7720,16,100.8156,5.4535
7721,17,5.3791,7.3677
7722,18,-7.2064,3.4002
7723,19,-3.9138,6.2198
7724,20,-1.03,7.8086
7725,21,-1.8215,7.6296
7726,22,-1.3623,8.7261
7727,23,-2.2856,7.8112
7728,0,-2.3006,6.8466
7729,1,-2.7611,5.2885
7730,2,-2.5576,6.3935
7731,3,-1.3582,5.9894
7732,4,-1.5049,5.2695
7733,5,-0.3127,5.0929
7734,6,-0.3651,5.0502
7735,7,1.2415,5.312
7736,8,41.2398,3.2201
7737,9,227.9089,1.8626
7738,10,390.922,4.5811
7739,11,475.858,5.9263
7740,12,515.6707,4.173
7741,13,509.1147,3.6552
7742,14,424.9733,4.0974
7743,15,257.9038,3.643
7744,16,135.7856,3.4348
7745,17,-4.1257,2.4774
7746,18,-9.356,2.7845
7747,19,-3.1728,4.2452
7748,20,-1.8877,4.0361
7749,21,-1.2184,2.5177
7750,22,0.8166,1.2303
7751,23,2.2382,3.8004
7752,0,-1.5254,3.8238
7753,1,0.8747,9.1217
7754,2,-1.6301,11.1552
7755,3,-1.8545,10.4352
7756,4,-2.664,8.5494
7757,5,-2.5901,6.9997
7758,6,-2.3257,7.1671
7759,7,-0.8743,5.6241
7760,8,77.6778,7.0469
7761,9,250.3097,7.1348
7762,10,216.8759,8.4276
7763,11,295.2388,5.574
7764,12,507.4603,6.5729
7765,13,266.5518,4.8941
7766,14,58.3241,6.1509
7767,15,33.1299,5.725
7768,16,31.4884,5.0758
7769,17,5.0251,4.1027
7770,18,-1.3888,3.639
7771,19,-1.3097,3.6149
7772,20,-0.3331,4.0672
7773,21,-1.2277,5.738
7774,22,-1.3582,4.0724
7775,23,-1.8875,1.2961
7776,0,-1.9139,1.7359
7777,1,-3.8163,3.2629
7778,2,-0.8854,4.6275
7779,3,-3.1569,5.6018
7780,4,-5.4505,5.4324
7781,5,-3.6208,3.8659
7782,6,0.5624,3.9487
7783,7,2.761,4.3926
7784,8,117.1342,2.8265
7785,9,343.7492,3.8039
7786,10,416.6152,16.5837
7787,11,520.4237,12.9866
7788,12,562.0723,13.2
7789,13,437.604,12.9858
7790,14,352.766,5.9132
7791,15,183.3259,6.0045
7792,16,163.9109,10.8932
7793,17,16.05,14.1888
7794,18,-3.2646,11.9821
7795,19,-3.4231,6.0333
7796,20,-1.9737,7.4456
7797,21,-1.2458,11.7603
7798,22,-2.2458,14.0832
7799,23,-3.5344,8.14
7800,0,-1.7244,14.6209
7801,1,-2.3277,15.3228
7802,2,-1.4766,17.8439
7803,3,-1.7173,16.9991
7804,4,-2.0248,12.535
7805,5,-1.4174,16.5613
7806,6,-1.6903,18.071
7807,7,0.0624,15.0141
7808,8,69.5417,10.6969
7809,9,226.0133,11.2364
7810,10,380.8742,13.1562
7811,11,493.3587,14.0674
7812,12,531.9972,14.5316
7813,13,509.4203,12.2897
7814,14,437.3765,13.7186
7815,15,307.5125,12.4854
7816,16,151.4999,9.2407
7817,17,-0.0857,5.3971
7818,18,-9.0695,3.113
7819,19,-3.682,4.1975
7820,20,-4.8489,2.9524
7821,21,-2.5557,1.7884
7822,22,-5.1033,2.88
7823,23,-1.9044,1.5171
7824,0,-0.791,2.8795
7825,1,-0.0902,2.6711
7826,2,-3.2168,1.4385
7827,3,-1.3818,2.0715
7828,4,-1.523,1.7905
7829,5,-2.0308,1.9953
7830,6,-0.043,3.9745
7831,7,0.1391,4.3391
7832,8,73.0356,1.6443
7833,9,230.6467,1.7212
7834,10,381.6265,1.8294
7835,11,484.1782,1.8086
7836,12,462.7157,2.8854
7837,13,428.174,3.422
7838,14,406.31,3.3039
7839,15,191.335,3.0654
7840,16,67.1463,3.4019
7841,17,4.1518,3.907
7842,18,-6.6057,3.3218
7843,19,-2.5128,0.9547
7844,20,-4.7218,1.3145
7845,21,-3.3586,1.4733
7846,22,-1.2966,1.2135
7847,23,-1.9606,1.454
7848,0,0.7718,1.7568
7849,1,-2.6892,2.6492
7850,2,-1.2891,1.775
7851,3,-1.7206,1.8335
7852,4,-0.4256,1.9496
7853,5,2.3588,1.9134
7854,6,2.8047,2.5917
7855,7,3.4624,6.5642
7856,8,43.4948,9.3396
7857,9,220.3437,11.3929
7858,10,366.5118,10.6741
7859,11,479.8298,10.7774
7860,12,521.8993,11.7464
7861,13,488.6493,12.2297
7862,14,370.6738,9.6462
7863,15,312.9375,7.4731
7864,16,146.5686,7.1236
7865,17,3.797,9.0181
7866,18,-5.9661,7.2048
7867,19,-7.3822,4.2357
7868,20,-4.854,1.8988
7869,21,-4.225,2.1143
7870,22,-2.5698,2.4355
7871,23,-1.4357,3.4818
7872,0,-1.1538,4.1203
7873,1,-1.5489,6.0069
7874,2,-5.1068,4.5172
7875,3,-3.0857,2.1355
7876,4,-1.7919,2.2406
7877,5,-1.5083,2.4979
7878,6,-1.7101,1.3879
7879,7,0.0183,1.6927
7880,8,78.5663,4.2369
7881,9,223.1085,4.0465
7882,10,281.549,5.818
7883,11,559.8583,7.6396
7884,12,431.7205,6.9155
7885,13,434.1157,4.1665
7886,14,93.6469,3.8324
7887,15,40.2497,3.5689
7888,16,11.1539,4.289
7889,17,-0.1114,4.1044
7890,18,-1.6733,3.5901
7891,19,-1.8596,4.5551
7892,20,-0.6726,3.4479
7893,21,0.3441,2.8939
7894,22,0.3289,2.9901
7895,23,-0.3677,3.2947
7896,0,-0.1313,2.4954
7897,1,0.3144,2.5213
7898,2,-0.0533,2.9537
7899,3,0.1726,3.1178
7900,4,-0.1364,3.0166
7901,5,-0.1445,2.8134
7902,6,-0.0035,2.4904
7903,7,-0.5359,2.7177
7904,8,18.5728,2.7914
7905,9,86.8848,3.3338
7906,10,155.381,3.074
7907,11,204.0936,2.996
7908,12,167.8992,3.2108
7909,13,154.7915,3.0433
7910,14,91.2766,2.8073
7911,15,61.1407,3.3263
7912,16,32.0052,3.1674
7913,17,2.1625,2.6682
7914,18,-0.3997,1.8661
7915,19,-0.3068,1.7402
7916,20,-0.7056,1.8795
7917,21,-0.4971,1.8795
7918,22,-0.4741,1.6339
7919,23,-0.4335,1.5543
7920,0,-1.1863,1.3852
7921,1,-0.9214,0.3637
7922,2,-0.2357,0.6159
7923,3,-0.3781,1.0483
7924,4,-0.4682,0.9873
7925,5,-2.5855,0.4654
7926,6,-2.9959,0.3002
7927,7,0.1073,0.3052
7928,8,14.7988,0.2921
7929,9,68.5973,0.2921
7930,10,140.3713,0.2921
7931,11,148.5161,0.2921
7932,12,109.0716,0.2921
7933,13,118.0042,0.2921
7934,14,101.3669,0.2921
7935,15,71.9261,0.2937
7936,16,34.207,0.2963
7937,17,1.2647,0.2986
7938,18,-1.472,0.2954
7939,19,-0.82,0.2921
7940,20,-0.5041,0.2921
7941,21,-0.3572,0.2921
7942,22,-0.0768,0.2921
7943,23,-0.04,0.2921
7944,0,-0.0286,0.2921
7945,1,-0.0339,0.2921
7946,2,-0.3589,0.2921
7947,3,-0.898,0.2995
7948,4,-0.9621,0.3064
7949,5,-0.7988,0.2997
7950,6,-0.3675,0.2924
7951,7,-0.0102,0.2983
7952,8,13.9947,0.3056
7953,9,61.6412,0.3417
7954,10,156.2793,0.3167
7955,11,232.3648,0.3008
7956,12,191.2437,0.3166
7957,13,196.2905,0.3183
7958,14,146.7062,0.3082
7959,15,108.5876,0.3102
7960,16,47.362,0.2987
7961,17,1.5483,0.2976
7962,18,-3.3943,0.2926
7963,19,-2.0109,0.2952
7964,20,-0.7816,0.3061
7965,21,-0.2538,0.3115
7966,22,-0.152,0.3019
7967,23,-0.5413,0.296
7968,0,-0.4964,0.2963
7969,1,-0.2898,0.2942
7970,2,-0.3866,0.2947
7971,3,-0.2982,0.2936
7972,4,-0.1856,0.2937
7973,5,-0.1861,0.2935
7974,6,-0.362,0.2955
7975,7,-0.0636,0.2941
7976,8,16.2976,0.3029
7977,9,65.5174,0.3023
7978,10,118.4474,0.3071
7979,11,210.402,0.3112
7980,12,305.1035,0.3069
7981,13,312.3412,0.3093
7982,14,197.1635,0.2961
7983,15,100.1662,0.3027
7984,16,44.3274,0.2989
7985,17,0.7176,0.3014
7986,18,-3.6917,0.2951
7987,19,-2.0982,0.2937
7988,20,0.1876,1.3861
7989,21,0.4373,1.8297
7990,22,0.2307,1.3294
7991,23,-1.5078,0.5577
7992,0,-1.7397,0.8116
7993,1,0.5028,1.3899
7994,2,0.3307,1.0816
7995,3,-0.1526,1.1304
7996,4,-0.4111,1.0792
7997,5,-1.5737,0.4888
7998,6,-4.3338,0.2921
7999,7,0.1166,0.2923
8000,8,9.6538,0.5275
8001,9,90.1387,0.3563
8002,10,205.3573,1.5042
8003,11,582.637,1.1678
8004,12,499.796,7.4718
8005,13,351.4153,8.8316
8006,14,441.7727,10.5442
8007,15,318.3067,12.1776
8008,16,161.828,9.248
8009,17,11.58,6.3621
8010,18,-1.1804,9.0345
8011,19,-0.579,9.2723
8012,20,-0.9299,12.963
8013,21,-1.1304,13.2877
8014,22,-0.7777,17.317
8015,23,-0.9626,19.7385
8016,0,-1.0751,19.9482
8017,1,-1.12,19.7999
8018,2,-1.0039,19.0953
8019,3,-0.7881,20.1486
8020,4,-1.1084,16.3456
8021,5,-0.8285,15.1533
8022,6,-0.1157,18.4514
8023,7,-0.0831,17.1896
8024,8,75.1278,7.6012
8025,9,108.7965,8.2265
8026,10,184.7892,8.1666
8027,11,274.1605,7.5522
8028,12,235.4412,11.9913
8029,13,312.9983,11.3697
8030,14,311.3442,9.9402
8031,15,135.1506,9.7139
8032,16,47.9605,11.7112
8033,17,4.7523,10.8373
8034,18,-1.4578,10.9693
8035,19,-1.5491,10.013
8036,20,-1.9105,9.0923
8037,21,-1.0087,9.5956
8038,22,-1.2256,10.9307
8039,23,-1.3357,10.6086
8040,0,-1.9783,8.9127
8041,1,-2.7114,5.6307
8042,2,-4.2013,3.8066
8043,3,-3.0108,1.8042
8044,4,-1.5224,2.1968
8045,5,-2.2349,3.0592
8046,6,0.7874,4.0667
8047,7,-0.1782,3.4008
8048,8,47.3476,0.9688
8049,9,199.2563,2.4978
8050,10,366.8053,2.5789
8051,11,367.3537,2.5804
8052,12,96.028,3.663
8053,13,480.0348,8.52
8054,14,419.3842,8.1849
8055,15,285.036,6.198
8056,16,130.8929,4.9057
8057,17,-7.9816,2.4355
8058,18,-3.2275,6.9283
8059,19,-1.4839,8.0879
8060,20,-3.3055,6.1159
8061,21,-6.9337,3.8393
8062,22,-0.9891,4.3549
8063,23,1.7005,2.4782
8064,0,0.3359,1.651
8065,1,2.1275,8.2662
8066,2,-0.7357,8.9843
8067,3,-2.3716,8.0714
8068,4,-4.7377,4.6198
8069,5,-7.0117,4.9304
8070,6,-5.6003,4.6086
8071,7,-0.6663,4.1227
8072,8,43.4598,1.3435
8073,9,190.3257,3.4464
8074,10,325.5307,3.9053
8075,11,443.69,5.5552
8076,12,482.6105,6.947
8077,13,462.4653,6.505
8078,14,397.9163,5.4076
8079,15,290.3235,5.2027
8080,16,133.8718,4.9958
8081,17,-7.4639,5.736
8082,18,-7.3754,3.7252
8083,19,-4.378,3.8222
8084,20,-4.4704,3.1146
8085,21,-3.288,1.6045
8086,22,-2.0491,1.0543
8087,23,-2.9551,3.4079
8088,0,-2.3134,1.4763
8089,1,-0.3982,2.1157
8090,2,-1.6723,2.0078
8091,3,-0.8384,3.5054
8092,4,-0.9311,1.4029
8093,5,-0.5212,1.6246
8094,6,1.4295,1.8635
8095,7,2.6884,1.9642
8096,8,28.1569,1.6163
8097,9,125.8207,1.1845
8098,10,308.3782,1.0059
8099,11,378.6198,1.4751
8100,12,479.2243,2.479
8101,13,425.1525,2.0953
8102,14,380.2363,1.2344
8103,15,265.817,1.2184
8104,16,84.1308,1.4168
8105,17,-11.402,2.0283
8106,18,-7.0271,3.407
8107,19,-4.7585,2.3756
8108,20,0.06,2.2289
8109,21,1.3808,6.0959
8110,22,-2.3652,5.3313
8111,23,-4.0937,4.4525
8112,0,-3.9098,2.1
8113,1,-1.13,3.6283
8114,2,1.7597,8.1676
8115,3,-1.2702,10.938
8116,4,-2.8637,11.4366
8117,5,-5.555,7.2387
8118,6,-4.7113,4.4995
8119,7,-0.6833,7.6994
8120,8,34.6016,6.8103
8121,9,134.3762,6.5649
8122,10,87.9542,4.1691
8123,11,132.4883,1.9844
8124,12,326.4732,7.0826
8125,13,196.5953,7.2102
8126,14,394.3433,3.4951
8127,15,382.1243,3.7461
8128,16,152.5669,3.7312
8129,17,0.0094,7.6871
8130,18,-3.9701,10.8338
8131,19,-2.6891,11.8307
8132,20,-2.822,10.6207
8133,21,-3.3464,7.214
8134,22,-3.8654,5.9658
8135,23,-5.1093,1.0987
8136,0,-4.0698,1.7414
8137,1,-2.7431,3.1555
8138,2,-1.2008,2.5006
8139,3,-1.5838,1.8267
8140,4,-3.0921,2.1799
8141,5,-2.0915,2.1919
8142,6,-1.7594,2.5507
8143,7,-0.6851,1.405
8144,8,50.9209,0.8056
8145,9,190.7093,0.8624
8146,10,339.2543,1.6739
8147,11,308.7632,1.9126
8148,12,292.666,2.3545
8149,13,144.7123,1.7279
8150,14,108.9633,1.3449
8151,15,284.218,2.126
8152,16,205.3418,2.2303
8153,17,8.8224,2.2909
8154,18,-10.3052,2.4227
8155,19,-4.4284,4.4588
8156,20,-3.4727,1.9282
8157,21,-2.1018,1.9381
8158,22,3.6703,8.6932
8159,23,-0.9563,17.221
8160,0,-2.8195,13.6378
8161,1,-3.1016,16.7963
8162,2,-2.9967,13.8151
8163,3,-4.6684,6.2836
8164,4,-2.6039,8.381
8165,5,-2.6891,6.9629
8166,6,-2.5707,7.9785
8167,7,-1.9202,7.7425
8168,8,30.8839,6.107
8169,9,149.0793,5.992
8170,10,285.895,6.2206
8171,11,370.9202,8.665
8172,12,239.5512,4.2785
8173,13,175.1872,5.4111
8174,14,162.4287,3.009
8175,15,170.7811,7.4877
8176,16,59.3966,11.9198
8177,17,6.0409,12.8072
8178,18,-2.4574,11.3459
8179,19,-3.3604,5.6386
8180,20,-3.0125,4.4379
8181,21,-2.1331,4.0495
8182,22,-2.0647,3.4649
8183,23,-2.3614,3.8499
8184,0,-2.9056,5.0661
8185,1,-4.4309,4.1335
8186,2,-3.9222,5.4865
8187,3,-1.505,7.338
8188,4,-1.6235,14.4833
8189,5,-2.8528,8.3731
8190,6,-2.6532,17.5915
8191,7,-1.2995,18.4258
8192,8,42.7719,16.0305
8193,9,118.0488,8.2783
8194,10,118.5015,11.7635
8195,11,158.6953,19.0444
8196,12,259.2303,17.4895
8197,13,384.6889,12.9391
8198,14,151.9398,8.9133
8199,15,97.1667,5.9902
8200,16,51.4647,5.7011
8201,17,0.2503,5.2633
8202,18,-2.7878,5.2517
8203,19,-0.7131,7.2408
8204,20,-3.1941,6.636
8205,21,-2.6789,10.1022
8206,22,-2.0018,11.55
8207,23,-1.9785,9.2576
8208,0,-2.1543,9.4745
8209,1,-1.646,13.7005
8210,2,-1.5081,12.0861
8211,3,-1.8777,8.9174
8212,4,-2.4912,5.4916
8213,5,0.0484,19.0987
8214,6,-2.3597,11.6348
8215,7,-1.2548,8.7865
8216,8,22.6421,7.8385
8217,9,57.1497,6.7493
8218,10,96.6846,13.9013
8219,11,150.7767,6.1053
8220,12,234.2545,14.6768
8221,13,213.6053,8.8904
8222,14,235.8527,5.5149
8223,15,122.8989,4.2951
8224,16,77.3985,2.8789
8225,17,7.7787,7.791
8226,18,-4.3793,7.2208
8227,19,-5.6295,5.0598
8228,20,-6.0497,2.7644
8229,21,-0.7431,3.9719
8230,22,0.3335,13.6156
8231,23,-3.8144,14.5075
8232,0,-3.7469,13.6754
8233,1,-3.9444,8.4556
8234,2,-2.6731,8.5887
8235,3,-3.101,12.5413
8236,4,-4.3104,7.7014
8237,5,-4.6745,4.531
8238,6,-1.3111,10.4634
8239,7,-1.749,11.5315
8240,8,31.2632,5.9934
8241,9,166.2072,5.2595
8242,10,248.0787,3.5803
8243,11,325.3368,3.3946
8244,12,334.6693,3.2779
8245,13,358.6087,3.5119
8246,14,165.0938,8.2267
8247,15,87.7606,4.6724
8248,16,40.029,4.3179
8249,17,-3.3462,6.1064
8250,18,-9.785,3.8592
8251,19,-8.4878,8.122
8252,20,-8.5935,7.6496
8253,21,-9.0277,3.4905
8254,22,-8.9315,3.3598
8255,23,-7.9489,3.6138
8256,0,-7.7311,4.713
8257,1,-9.1837,6.3537
8258,2,-9.7359,7.2276
8259,3,-10.3287,7.6806
8260,4,-10.1363,8.2017
8261,5,-9.4536,9.0902
8262,6,-9.241,5.778
8263,7,-9.9232,3.7298
8264,8,26.7911,2.8132
8265,9,116.0207,3.5972
8266,10,267.0053,5.0972
8267,11,349.0677,5.5573
8268,12,227.4585,4.2025
8269,13,186.1342,4.533
8270,14,159.667,4.287
8271,15,90.325,3.7508
8272,16,42.6615,1.7626
8273,17,3.0253,1.2683
8274,18,-6.3469,1.8995
8275,19,-6.2148,3.2799
8276,20,-6.9353,5.1603
8277,21,-5.4955,3.4299
8278,22,-4.7593,2.2172
8279,23,-4.4287,1.945
8280,0,-5.1333,1.609
8281,1,-4.4548,1.1532
8282,2,-4.4693,1.8964
8283,3,-4.4932,1.8353
8284,4,-4.8028,1.2392
8285,5,-5.1458,2.5364
8286,6,-5.6358,4.3091
8287,7,-5.7066,3.8954
8288,8,-3.2271,3.9105
8289,9,18.1951,4.5645
8290,10,70.5444,4.4144
8291,11,87.7243,4.9392
8292,12,93.4268,4.1213
8293,13,111.6835,3.2366
8294,14,80.1893,2.9994
8295,15,94.5574,4.5273
8296,16,43.5261,4.9952
8297,17,-1.9889,4.5189
8298,18,-7.192,4.5215
8299,19,-6.1918,4.2102
8300,20,-6.2379,3.8728
8301,21,-4.7722,1.6202
8302,22,-4.9532,2.1991
8303,23,-4.7905,2.3235
8304,0,-4.8601,1.2111
8305,1,-7.673,4.0561
8306,2,-6.6075,4.5941
8307,3,-6.7495,2.3889
8308,4,-7.6237,4.7857
8309,5,-7.1281,2.6558
8310,6,-6.5364,4.8444
8311,7,-6.3297,4.0446
8312,8,12.0127,3.3627
8313,9,91.8482,2.3416
8314,10,194.4552,1.4786
8315,11,285.457,2.4747
8316,12,360.9892,1.2116
8317,13,315.2948,2.5052
8318,14,362.8808,1.9967
8319,15,282.078,1.5119
8320,16,125.2963,1.8717
8321,17,1.0651,0.9174
8322,18,-8.364,0.746
8323,19,-7.6417,0.8845
8324,20,-7.8811,2.2668
8325,21,-7.1733,1.1289
8326,22,-7.5373,0.9152
8327,23,-6.9935,2.1702
8328,0,-7.2467,1.2931
8329,1,-6.6329,1.6789
8330,2,-7.5238,1.1358
8331,3,-8.3776,2.4417
8332,4,-8.0517,2.8751
8333,5,-7.9041,3.9197
8334,6,-7.0746,3.6839
8335,7,-7.614,3.7397
8336,8,23.3389,2.6728
8337,9,157.9612,3.2917
8338,10,303.7712,2.7445
8339,11,412.9792,3.6493
8340,12,466.4017,2.6472
8341,13,461.954,2.3303
8342,14,396.9588,3.1871
8343,15,269.2007,2.9394
8344,16,111.1863,2.6426
8345,17,1.1334,3.6879
8346,18,-7.7759,3.3715
8347,19,-7.4458,5.4808
8348,20,-7.2872,6.5718
8349,21,-8.2321,8.0486
8350,22,-7.4966,7.1999
8351,23,-7.5158,7.1954
8352,0,-7.8575,8.1929
8353,1,-7.5014,8.15
8354,2,-7.4838,8.7319
8355,3,-7.1676,9.3335
8356,4,-6.97,8.8152
8357,5,-7.3803,9.1382
8358,6,-7.1526,8.9436
8359,7,-7.2161,10.0762
8360,8,4.2006,7.6079
8361,9,62.9263,8.429
8362,10,107.4775,6.5493
8363,11,147.6767,6.4883
8364,12,229.6263,6.0649
8365,13,249.184,2.8723
8366,14,214.5878,1.3894
8367,15,202.5517,1.6219
8368,16,101.8949,3.4705
